"","pair_id","category","drawing_key_id_1","drawing_key_id_2","ci_lower_human","ci_upper_human","human_rating_mean","n_participants","hausdorff"
"277",277,"tree",5286518522380288,5859979330322432,4.21428571428571,5.93035714285714,5.07142857142857,14,104.048065815757
"278",278,"tree",5333845102559232,6475577814941696,6.14285714285714,6.85714285714286,6.57142857142857,7,79.0569415042095
"279",279,"tree",5378216153841664,4825033144795136,3.61346153846154,4.61538461538461,4.07692307692308,13,55.6057550978314
"280",280,"tree",5393230117994496,6606710670098432,4.2,6.2,5.3,10,97.6524449258696
"281",281,"tree",5397981056466944,5559823997337600,1.7,2.8,2.2,10,57.706152185014
"282",282,"tree",5410446918025216,6311665287036928,3.55555555555556,5.66666666666667,4.66666666666667,9,44.3846820423443
"283",283,"tree",5416359288635392,4578476117983232,3.14285714285714,5.71428571428571,4.42857142857143,7,53.160135440008
"284",284,"tree",5417418534944768,5708454767362048,5,6.66666666666667,5.83333333333333,6,65.2533524043018
"285",285,"tree",5427139807543296,5782657822621696,3,5.375,4.25,8,54.0832691319598
"286",286,"tree",5465383655964672,5708691795869696,4.6,6.3,5.5,10,55.9732078766261
"287",287,"tree",5481275638939648,5089586533367808,3.66666666666667,6.83333333333333,5.5,6,72.1110255092798
"288",288,"tree",5484525100466176,6048833744142336,1.71428571428571,3.71428571428571,2.57142857142857,7,80.2122185206219
"289",289,"tree",5498678397632512,6098342918488064,2.75,3.83333333333333,3.25,12,67.1192967781993
"290",290,"tree",5502021924814848,5291858756370432,4.11111111111111,5.77777777777778,4.88888888888889,9,48.3321838943783
"291",291,"tree",5512375149002752,6085611746230272,1.88888888888889,2.77777777777778,2.33333333333333,9,59.2114853723498
"292",292,"tree",5532733088464896,6397449797107712,3.75,5.875,4.75,8,123.369364106329
"293",293,"tree",5546023545995264,6055544374689792,6.1,6.9,6.5,10,106.79419459877
"294",294,"tree",5577263649128448,5844517297061888,4.30769230769231,5.38461538461539,4.84615384615385,13,89.4035793466906
"295",295,"tree",5579564220678144,5499033231556608,3.45454545454545,5.09090909090909,4.27272727272727,11,90.6200860736735
"296",296,"tree",5579984255057920,5039879870218240,4,5.5,4.75,8,58.5234995535981
"297",297,"tree",5591976898461696,4846112856866816,4.41666666666667,6.08333333333333,5.25,12,97.2471079261486
"298",298,"tree",5595075864166400,6663567124201472,5.375,7,6.25,8,113.745329574449
"299",299,"tree",5606326832988160,6425465445154816,2.5,3.5,3,6,94.1328847959097
"300",300,"tree",5644084460912640,6532474475642880,2.996875,5.125,4.125,8,108.908218239029
"301",301,"tree",5646240689684480,5045330821251072,2.375,4,3.125,8,53.7587202228625
"302",302,"tree",5656537441763328,5847868126527488,5.44444444444444,6.78055555555555,6.11111111111111,9,82.2800097228968
"303",303,"tree",5656537441763328,6617903266791424,5,6.33333333333333,5.75,12,61.8465843842649
"304",304,"tree",5661171501760512,5966033485561856,5.14285714285714,7,6.28571428571429,7,50.6951674225463
"305",305,"tree",5675218632704000,4600726577741824,4.28571428571429,6.57142857142857,5.42857142857143,7,103.247275993122
"306",306,"tree",5702695061028864,4875461744132096,2.3,3.9,3.1,10,52.2015325445527
"307",307,"tree",5706205446012928,5886855977369600,2.4,3.9,3.2,10,119.540788018149
"308",308,"tree",5713569683341312,4917750214426624,2.63636363636364,4.18181818181818,3.36363636363636,11,69.1158447825099
"309",309,"tree",5715537835327488,6207996487008256,4.83333333333333,6.5,5.66666666666667,6,61.8465843842649
"310",310,"tree",5717789341908992,6161991028703232,4.09090909090909,6.36363636363636,5.36363636363636,11,46.7546789102438
"311",311,"tree",5765477236211712,6221563919597568,4.41666666666667,6.58333333333333,5.66666666666667,12,89.5544527089524
"312",312,"tree",5776773335744512,5920154254835712,2.42857142857143,3.86071428571428,3.14285714285714,7,85.6329375882902
"313",313,"tree",5777096410398720,5003158591897600,5,6.33541666666666,5.66666666666667,12,50.6951674225463
"314",314,"tree",5777096410398720,6123923475267584,3.15192307692308,4.61538461538461,3.84615384615385,13,87.2811548961172
"315",315,"tree",5796616957067264,5103641830621184,3.91666666666667,5.58333333333333,4.75,12,96.5090669315583
"316",316,"tree",5796616957067264,6715240580382720,3,4.36363636363636,3.63636363636364,11,81.706792863262
"317",317,"tree",5819702553083904,6729583841771520,2.5,4.41666666666667,3.33333333333333,12,60.8769250208977
"318",318,"tree",5827807223480320,6031422261297152,4.125,6,5,8,95.0789145920377
"319",319,"tree",5841177574113280,5827807223480320,2.5,4.1,3.3,10,36.0138862107382
"320",320,"tree",5841177574113280,6350651141390336,3.6,6.2,4.8,5,52.6117857518636
"321",321,"tree",5868475161509888,6469280705019904,2.83333333333333,5.83333333333333,4.33333333333333,6,55.1089829338194
"322",322,"tree",5890820802609152,5195205030445056,3.36363636363636,5.18181818181818,4.27272727272727,11,51.9711458407451
"323",323,"tree",5902174435409920,5574339447488512,3.88888888888889,5.88888888888889,4.88888888888889,9,132
"324",324,"tree",5904019270664192,5241475400990720,4.57142857142857,6.42857142857143,5.57142857142857,7,55.9732078766261
"325",325,"tree",5909216902512640,6176961757970432,6.25,7,6.75,8,81.3203541556479
"326",326,"tree",5914386784845824,4840306753142784,5,6.4025,5.8,10,114.070153852794
"327",327,"tree",5921583124185088,4626048664731648,3.45454545454545,5.72727272727273,4.63636363636364,11,98.7319603775799
"328",328,"tree",5926676749877248,4681674581344256,1.8,3,2.4,10,61.5223536610881
"329",329,"tree",5931543690215424,5402923842404352,2.99642857142857,4.71428571428571,4,7,66.8879660327626
"330",330,"tree",5939441929551872,6199291964030976,4.46153846153846,5.38461538461539,4.92307692307692,13,60.6712452484701
"331",331,"tree",5977442474786816,5726178365145088,6.15384615384615,6.69230769230769,6.46153846153846,13,137.003649586425
"332",332,"tree",5997606327025664,5596979495174144,2.58333333333333,4.33333333333333,3.5,12,42.4264068711929
"333",333,"tree",6038139007139840,5100154451394560,3.875,6.25,5.125,8,69.9213844256534
"334",334,"tree",6042332719742976,5701759697682432,3.54545454545455,4.63863636363636,4.09090909090909,11,81.5843122174846
"335",335,"tree",6043760192389120,5715981408141312,2.8,4.5025,3.7,10,77.8973683766018
"336",336,"tree",6045379915153408,4753257341648896,3.5,6.5,5.125,9,89.4706655837543
"337",337,"tree",6047872673906688,5483012739301376,3,4.25,3.58333333333333,12,70.6116137756389
"338",338,"tree",6072476129820672,5584651693326336,5.4,7,6.2,5,89.4427190999916
"339",339,"tree",6098342918488064,4703567510241280,3.7,5.2,4.4,10,80.7774721070176
"340",340,"tree",6110006556491776,6117959091093504,4.69230769230769,6.07692307692308,5.46153846153846,13,100.179838290946
"341",341,"tree",6131339407392768,4915355380088832,3.66666666666667,5.66944444444444,4.77777777777778,9,71
"342",342,"tree",6139330986770432,5553474576056320,4.55555555555556,6.22222222222222,5.44444444444444,9,68
"343",343,"tree",6153645844332544,5877076991148032,6.36363636363636,6.90909090909091,6.63636363636364,11,58.258046654518
"344",344,"tree",6165497533956096,5268265729261568,4.22222222222222,6.77777777777778,5.66666666666667,9,89.8888202169769
"345",345,"tree",6167007219154944,5766791022247936,2.2,3.6,2.9,10,142.077443670697
"346",346,"tree",6171554683551744,5525406348214272,2.88888888888889,5.55555555555556,4.22222222222222,9,68.9420046125727
"347",347,"tree",6172709857787904,5586847570853888,3.72727272727273,5.27272727272727,4.45454545454545,11,63.5688603012513
"348",348,"tree",6203542975021056,5367574621585408,3.57142857142857,5.85714285714286,5,7,41.0487515035476
"349",349,"tree",6232507345272832,5200899423076352,5.57142857142857,7,6.28571428571429,7,81.3941029804985
"350",350,"tree",6243335628914688,6381970412011520,3.35714285714286,5.07142857142857,4.21428571428571,14,71
"351",351,"tree",6250544093986816,5563124864253952,6.625,7,6.875,8,93.0859817588019
"352",352,"tree",6252463373942784,4523862182068224,3.22222222222222,5.88888888888889,4.55555555555556,9,92.9623579735368
"353",353,"tree",6264148910407680,6174156326436864,1.7,2.5,2.1,10,58.7281874401041
"354",354,"tree",6264404926529536,4609853571989504,5.14285714285714,7,6.28571428571429,7,57.2800139664787
"355",355,"tree",6270145355841536,6556114139217920,2.28571428571429,3.5,2.85714285714286,14,113.357840487546
"356",356,"tree",6271033923338240,5775386208108544,4.93333333333333,6,5.46666666666667,15,75.2861208988748
"357",357,"tree",6296935361150976,5890793690628096,6.1,6.9,6.5,10,54.817880294663
"358",358,"tree",6302376669478912,6585894687473664,4.36363636363636,5.72727272727273,5.09090909090909,11,58.2494635168428
"359",359,"tree",6307926773858304,5789507221716992,5.5,7,6.25,8,143.781083595861
"360",360,"tree",6318835097403392,5877961469198336,3.28571428571429,5.57142857142857,4.42857142857143,7,74.3303437365925
"361",361,"tree",6323944921497600,6422416773349376,1.795,3.4,2.6,5,42.9534631898291
"362",362,"tree",6328795495661568,5057710124957696,4.55555555555556,6.00277777777778,5.33333333333333,9,63.6396103067893
"363",363,"tree",6329527238131712,6697642375512064,4.55555555555556,6.44444444444444,5.55555555555556,9,112.969022302576
"364",364,"tree",6331931224440832,6058036227473408,3.22222222222222,5.11111111111111,4.11111111111111,9,71.386273190299
"365",365,"tree",6338419292635136,5895470259896320,6,6.8,6.4,5,84.717176534632
"366",366,"tree",6341537778630656,6585894687473664,4.55555555555556,6.22222222222222,5.44444444444444,9,112.507777508935
"367",367,"tree",6343973360631808,6632018693586944,5.36363636363636,6.63636363636364,6,11,94.5568612000208
"368",368,"tree",6362162056396800,5411631251062784,3.63636363636364,5.90909090909091,4.81818181818182,11,60.1082357085949
"369",369,"tree",6372027596275712,6067248483532800,4.85714285714286,6.28571428571429,5.57142857142857,7,63.5609943282828
"370",370,"tree",6381970412011520,4752045758218240,5.46666666666667,6.53333333333333,6.06666666666667,15,66.7083203206317
"371",371,"tree",6425465445154816,6747812828020736,2.85714285714286,5.42857142857143,4.14285714285714,7,76.1183289359403
"372",372,"tree",6433464687525888,5079657730801664,3.35714285714286,4.64285714285714,4,14,121.148668998054
"373",373,"tree",6435272415772672,6140366757560320,3.24791666666667,4.83333333333333,4,12,81.8413098624405
"374",374,"tree",6441286313705472,4800797361569792,1.5,3.375,2.375,8,44
"375",375,"tree",6471317173829632,6666180834099200,3,6.33333333333333,4.83333333333333,6,121.794909581641
"376",376,"tree",6484200028897280,6740925642440704,2.2,3.3,2.7,10,46.0977222864644
"377",377,"tree",6487434462232576,6140366757560320,2.8,4.4,3.6,10,83.7376856618333
"378",378,"tree",6492093763551232,5944161578516480,3.57142857142857,5.85714285714286,4.57142857142857,7,120.01666550942
"379",379,"tree",6506105289048064,5877076991148032,4.55555555555556,6.11111111111111,5.33333333333333,9,57.3149195236284
"380",380,"tree",6509219673014272,5009873450303488,3.33333333333333,5.11111111111111,4.22222222222222,9,50.4876222454574
"381",381,"tree",6530589869998080,5584278081503232,4.5,6.375,5.5,8,79.8498591107085
"382",382,"tree",6556725303836672,6129986647883776,4.6,6.3,5.5,10,56.859475903318
"383",383,"tree",6560186254753792,5009863518191616,5.33333333333333,6.83333333333333,6.16666666666667,6,73.1641988953614
"384",384,"tree",6571670984720384,5963324430745600,2.38461538461538,3.92307692307692,3.07692307692308,13,73.109506905737
"385",385,"tree",6573084209315840,6410852137697280,2.75,6.5,4.75,4,58.8302643203309
"386",386,"tree",6582563558653952,5044755949944832,5.58333333333333,6.58333333333333,6.08333333333333,12,102.396288995256
"387",387,"tree",6592054090006528,5794692136435712,3.33333333333333,5,4.11111111111111,9,73.0068489937759
"388",388,"tree",6601115938324480,5103015675559936,3.72727272727273,5.90909090909091,4.81818181818182,11,100.424100693011
"389",389,"tree",6603145708830720,4681674581344256,4.30769230769231,5.46153846153846,4.84615384615385,13,93.9201788754685
"390",390,"tree",6610673314299904,5623310995947520,2.64705882352941,3.82352941176471,3.23529411764706,17,95.524865872714
"391",391,"tree",6618593166884864,5837754971717632,3.61538461538462,5.76923076923077,4.69230769230769,13,87.0517087712815
"392",392,"tree",6627380078575616,6324818322391040,4.8,5.8,5.3,10,61.2943716828878
"393",393,"tree",6659770427637760,5394857726050304,4.83333333333333,5.91666666666667,5.41666666666667,12,103
"394",394,"tree",6663513084788736,4987385538412544,2.18181818181818,3.63636363636364,2.90909090909091,11,64
"395",395,"tree",6666113066729472,4917750214426624,1.5,3,2.16666666666667,6,111.64676439557
"396",396,"tree",6684022107275264,5337229599703040,3.9,6.4,5.3,10,82.6801064343775
"397",397,"tree",6696130446360576,4748950617718784,7,7,7,4,81.4984662432367
"398",398,"tree",6728665192726528,5776618662395904,3.15384615384615,5.15384615384615,4.15384615384615,13,88
"399",399,"tree",6731009435369472,5290741007908864,3,6,4.5,4,86.9770084562581
"400",400,"tree",6745743723331584,6094151017824256,3.5,5.08333333333333,4.33333333333333,12,75.9605160593318
